0,boy takes a jump on his skateboard while another boy with a skateboard watches .
3,child is performing a skateboard trick while another child with a skateboard leans on a wall .
0,little boy skateboarder is doing a trick on his board while another young skateboarder watches .
0,young boy skateboarder jumping on a platform on a skateboard .
2,skateboarders .
2,girl paddling down a large river , as seen from behind her .
2,woman kayaking down a river .
3,woman paddles a boat down a river .
5,woman with a paddle .
4,woman with a paddle sits in a boat on the water .
6,girl in pigtails splashes in the shallow water .
6,girls plays in the surf .
6,girl with pigtails is playing in the ocean by the beach .
6,girl with pigtails plays in the water .
6,young girl in pigtails plays in the water .
2,group of four children wearing pajamas have a pillow fight .
2,group of kids have a pillow-fight .
0,group of young children playing pillow fight on a bed .
2,having a pillow fight .
2,children are having a pillow fight .
0,constructions workers sit on a beam taking a break .
0,construction workers are sitting up on the side of a building .
2,construction workers sitting on an I-beam .
0,construction workers take a seat on a steel beam .
2,men take a break from construction .
6,children are playing in the water .
9,boys , one with a yellow and orange ball , play in some water in front of a field .
2,boys play in a puddle .
3,children play with a balloon in mud on a sunny day .
2,kids are running and playing in some water .
3,blond woman in a blue shirt appears to wait for a ride .
0,blond woman is on the street hailing a taxi .
2,woman is signaling is to traffic , as seen from behind .
7,woman with blonde hair wearing a blue tube top is waving on the side of the street .
6,woman in the blue dress is holding out her arm at oncoming traffic .
0,little girl looking at a brochure on train rides
5,young blond girl with a magizine in her hands
0,young girl on a train reads a book about train rides .
0,young girl sits on a seat and looks at a train pamphlet .
2,sitting down looking at train ride brochure
1,brown dog is running after a black dog on a rocky shore .
1,brown dog is running after the black dog .
0,dogs playing on a beach .
2,dogs run across stones near a body of water .
4,dogs run towards each other on a rocky area with water in the background .
7,boy descends off the end of a high diving board .
7,child jumps off a high diving board into the pool .
7,kid jumps off the diving board and into the swimming pool below .
7,little kid is jumping off a high dive at the pool .
7,boy is jumping off a high diving board into the pool .
2,guy stands by a window taking his overshirt off .
3,man in a tank top stands next to a chrome door .
2,man puts his shirt on near an elevator .
5,man stands by an elevator with his head down .
2,man is putting on his shirt near an elevator .
7,light-colored dog runs on the beach .
1,small yellow dog runs on a beach
1,tan dog runs on a sandy beach .
1,white dog is running down a rocky beach .
7,brown dog running along the beach .
6,boy in his blue swim shorts at the beach .
7,boy smiles for the camera at a beach .
6,young boy in swimming trunks is walking with his arms outstretched on the beach .
7,playing on the beach .
7,boy is playing on the shore of an ocean .
0,hiker standing high on a bluff overlooking the mountains below .
2,person on ski 's looks from hill over snow covered landscape
2,skier is overlooking a snow-covered mountain .
7,skier is overlooking the beautiful white snow covered landscape .
0,skier pauses on a mountaintop .
8,black and white dog is attempting to catch a yellow and purple object in a low cut yard .
8,black and white dog jumps after a yellow toy .
8,black and white dog jumps to get the Frisbee .
8,black dog is jumping up to catch a purple and green toy .
1,dog jumps to catch a toy .
6,man in blue shorts is laying in the street .
4,man in blue shorts lays down outside in a parking lot .
2,man laying down in middle of street during heavy traffic .
3,man lies on a mat in a parking lot between a brown SUV and a yellow pickup with an open door .
4,shirtless man is laying down in the middle of a busy street .
8,white and black dog and a brown dog in sandy terrain .
0,woolly dog chases a Doberman on a beach .
7,dog is chasing another one on the beach .
2,two large dogs are running through sand .
7,large dogs chasing each other at the beach .
8,black and white dog catches a toy in midair .
1,dog and a tennis ball .
1,dog is jumping to catch a object thrown at it ,
1,dog leaps while chasing a tennis ball through a grassy field .
3,multicolor dog jumping to catch a tennis ball in a grassy field .
2,crowd watching air balloons at night .
2,group of hot air balloons lit up at night .
6,are watching hot air balloons in the park .
2,watching hot air balloons .
2,large balloons are lined up at nighttime near a crowd .
0,child with a helmet on his head rides a bike .
3,little boy rides a bike down a hill on a miniature dirt bike .
4,young boy in a helmet rides a bike on the road .
2,little boy rides his bicycle in a race .
2,young boy pedals quickly at a BMX race .
2,group of eight people are gathered around a table at night .
6,group of people gathered around in the dark .
0,group of people sit around a table outside on a porch at night .
2,group of people sit outdoors together at night .
9,group of people sitting at a table in a darkened room .
4,man in a brown shirt and dark shorts plays on the beach with his two black dogs .
4,man in shorts with two black dogs holds a ball throwing toy at the beach .
7,man playing with two black dogs on the beach
0,man with two dogs on a beach
7,at the beach with two dogs .
7,boy cleans the bubbles off his face .
2,boy covered in suds has his face wiped clean .
2,boy is covered in bubbles .
0,child covered in foam is climbing on a black inflatable ramp .
2,person covered in soapy water is getting cleaned off .
3,boy in blue shorts slides down a slide into a pool .
4,boy in blue swimming trunks slides down a yellow slide into a wading pool with inflatable toys floating in the water .
3,boy rides down a slide into a small backyard pool .
3,boy sliding down a slide into a pool with colorful tubes .
0,child is falling off a slide onto colored balloons floating on a pool of water .
3,man in a wetsuit is throwing a baby wearing a wetsuit up into the air .
4,man in a wetsuit is throwing a toddler up in the air and is ready to catch him .
4,man in water throwing a little boy up in the air and waiting for him to come down so he can catch him .
4,man is in the pool and throwing a small boy into the air .
4,water droplets fly , a man throws a little boy up in the air .
7,little boy sticks his tongue out for the camera . Another boy looks on .
2,boys make faces .
7,young boys are looking at the camera , one smiling , the other sticking his tongue out .
7,young boys look up at the camera as one sticks out his tongue .
2,young boys making silly faces .
3,blonde horse and a blonde girl in a black sweatshirt are staring at a fire in a barrel .
2,girl and her horse stand by a fire .
3,girl holding a horse 's lead behind a fire .
8,man , and girl and two horses are near a contained fire .
2,people and two horses watching a fire .
3,bulldog , a sheep dog , and a boxer standing in a yard .
1,large brown dog is pushing a small Boston terrier with his face while anouther dog watches .
7,large skinny dog stands near two smaller dogs int the dirt .
4,are three dogs starring at a ball in the middle of them .
2,dogs of various sizes .
3,lady and a man with no shirt sit on a dock .
0,man and a woman are sitting on a dock together .
0,man and a woman sitting on a dock .
0,man and woman sitting on a deck next to a lake .
0,shirtless man and a woman sitting on a dock .
1,closeup of a white dog that is laying its head on its paws .
7,large white dog lying on the floor .
7,white dog has its head on the ground .
1,white dog is resting its head on a tiled floor with its eyes open .
7,white dog rests its head on the patio bricks .
3,woman in a yellow shirt and green shorts is climbing an artificial red wall whilst wearing a safety harness .
8,woman in blue shorts and a white shirt is indoor rock climbing .
2,girl is climbing a rock wall .
2,girl is in a harness , climbing rocks .
2,climbing an artificial rock wall .
0,boy is jumping on an inflatable ring and a girl is watching him
0,boy jumping on a water jumphouse
2,teenage boy is jumping on an inflatable slide .
2,young boy jumping and a young girl seating in an inflatable pool .
6,young kids are playing in the water on an inflated toy .
0,family playing on a tractor on a beautiful day
3,ride a tractor in a field .
0,children playing on a Polaris vehicle outdoors .
6,children played on the four wheeler in the field .
0,four kids are riding on an ATV in a field .
3,woman in a red costume to the left of a man and woman standing together .
0,woman wearing a red costume looks at two other people standing on a street .
4,young woman in a red sequined costume and feather stands on the sidewalk .
4,girl in the salmon colored bikini is standing next to two young people ; one is wearing a black outfit and the other is drinking pop .
3,young people are approached by a flamboyant young woman dressed in a red bikini and a red feathered headress .
7,walking up the hill through a forest .
4,men are skiing in the snow in a wooded area .
2,people wearing yellow jackets cross-country skiing .
2,skiers are making their way through woodland .
4,skiers are sliding down a trail in the woods .
2,lone skier is making their way up a mountain .
7,at the top of a snow covered hill .
2,hikers climbing a snowy hill .
0,people are on a snow-covered mountain .
2,people climbing up a snowy mountain .
1,brown dog running down a paved pathway
1,brown dog running next to grass .
1,dog is running down a road .
1,light brown dog runs down a path happily .
1,brown dog running
0,mother and children is fishing on a boardwalk at night .
0,woman and three children stand on a deck with a fishing pole .
0,woman stands with children on a boardwalk at night overlooking the sea .
5,people on a pier at night with one girl fishing off it .
6,with three children fishing over boardwalk in the evening .
3,woman dressed in a blue jacket and blue jeans rides a brown horse near a frozen lake and snow-covered mountain .
3,woman in a blue jacket rides a brown pony near water .
4,woman rides a horse near a frozen lake in the wintertime .
4,young blond woman sitting atop a brown draft horse in the snowy mountains .
0,n blue jacket sits on daft horse near a frozen lake .
7,draft horses pull a cart through the snow .
3,golden brown horses pull a sleigh driven by a woman in a blue coat .
3,horses are pulling a woman in a cart .
3,horses pull a carriage driven by a woman over snow covered ground .
3,horses pulling a sled steered by a smiling blond woman .
3,person climbing down a sheer rock cliff using a rope
3,person climbs a tall , flat mountain while holding onto a safety rope .
3,person is climbing a rock while holding onto a white rope .
2,person rappels down a steep incline .
3,person wearing a red vest climbs up a steep rock .
2,stand inside a rock dome .
9,of light in a cave shows three spelunkers
4,pose inside a rock cavern while bathed in sunlight from the surface .
2,people sit in a cave .
2,rock climbers are posing on big rocks .
7,group of backpackers lay on the dry ground .
9,group of hikers are resting on the ground in front of some mountains .
6,camp with the mountains in the background .
9,hikers rest with their gear in front of a mountain .
9,group of hikers is resting in front of a mountain .
3,woman in a blue dress stands with a chalk portrait of two children playing by a stream .
9,woman standing in front of a chalk drawing
9,woman stands next to a chalk drawing in front of a barn-like structure .
2,woman stands outside near an elaborate chalk illustration .
3,woman wearing a blue dress is drawing a picture of a boy and a girl on the sidewalk with sidewalk chalk .
1,brown dog plays in a deep pile of snow .
6,dog looking at the camera in snow .
7,dog runs through the snow .
6,tan dog stand in the snow and looks up .
6,brown dog is out in the snow .
2,boy jumping in a fountain .
6,boy plays in the fountains .
2,child plays in a fountain .
6,little boy playing in the water .
7,young boy is jumping through water being sprayed up from the ground .
2,Corgi runs out of a tunnel .
0,dog runs out of a tunnel on a course .
2,running out of tunnel on obstacle course
1,dog is running out of the tunnel on a dog obedience course .
8,small brown and white dog is running out of a small tunnel .
8,blond dog and a black and white dog run in a dirt field .
1,dog chases another dog .
8,yellow dog and a black and white dog are running in the dirt .
2,dogs are running in a field .
2,dogs running around
3,little girl in a blue swimsuit is walking along a wooden fence next to a sandy beach .
7,little girl with arms outstretched is posing at the beach .
9,young girl walks on a railing in front of the beach .
3,girl in blue swimsuit standing on a handrail near a beach .
6,little girl in the blue bathing suit is posing at the beach .
8,black and white dog drinking water from a water spray .
8,black and white dog is being soaked with a jet of water in a blue paddling pool .
1,dog sticking its face into the shower from a garden hose .
1,small white dog gets sprayed by water
8,white and black dog is jumping into a pool .
2,boy smiles underwater .
2,red-headed boy swimming underwater .
2,small boy swimming underwater
2,smiling boy swims underwater in a pool .
7,boys smiles underwater at the pool .
5,boy with a toy gun .
5,little boy in orange shorts playing with a toy .
9,young boy with his foot outstretched aims a toy at the camera in front of a fireplace .
5,young child plays with his new light-up toy .
7,with toy gun pointed at the camera .
9,boy in yellow shorts is standing on top of a cliff .
0,boy wearing blue and yellow walking on a cliff edge .
4,little boy standing high in the air on a rock .
2,young child is standing alone on some jagged rocks .
2,stands near edge of cliff .
0,person on a snowmobile in mid jump .
7,snowmobiler flies through the air .
6,snowmobile rider flies through the air on his or her machine in front of tall pine trees .
2,jumps snowmobile high in rural area .
6,man is up in the air .
2,are riding around on snowmobiles .
5,pose with helmets and goggles on while riding snowmobiles .
0,people are taking a break while on a snowmobiling ride .
2,people and two snowmobiles .
2,helmeted men sit on yellow snowmobiles while another man stands behind watching .
2,people drive ATVs .
4,people on ATVs in a brown field turn their heads to look at the camera .
2,people on ATV 's outside .
0,people on four wheel ATV 's in a field .
7,people ride their four wheelers through the field .
2,four wheeler jumping in an empty field .
0,man on a four wheeler is flying through the air .
2,person is riding an orange ATV in a large empty field .
5,jumping with all terrain vehicle
2,on an ATV catching air !
7,man jumps gin the air while riding an ATV
0,man on a four-wheeler jumps near a small building .
9,ATV is airborne over a field in front of a white structure .
3,person dressed in a tan jacket jumps a quad over a harvested cornfield in front of a small out building .
6,on four wheeler in the air .
9,boy in s striped shirt is jumping in front of a water fountain .
9,boy is jumping off the side of a running stone water fountain in front of a building .
2,happy boy is jumping in front OD city fountain .
9,little boy is jumping in front of a fountain .
7,little boy is playfully jumping off the side of a fountain .
2,boy carrying a soccer ball .
5,boy walks with a ball tucked under his arm .
3,boy walks with a soccer ball near a fence .
0,boy wearing a white t-shirt walks on the grass and carries a soccer ball .
0,boy carries a soccer ball on a field .
2,child painting a picture .
2,artist paints clouds onto a canvas .
2,young girl painting a picture .
0,young girl with braids is painting with water colors on a white paper on the wall .
5,child paints on a large paper with water colors .
3,cyclist is riding a bicycle on a curved road up a hill .
3,man in aerodynamic gear riding a bicycle down a road around a sharp curve .
0,man on a mountain bike is pedaling up a hill .
0,bicycle up a road , while cows graze on a hill nearby .
4,biker is riding around a curve in the road .
1,black dog jumping to catch a rope toy
1,black dog playing fetch with a ball of rope .
1,black dog pounces to get a rope toy .
1,black dog running after his rope toy .
1,large black dog is playing in a grassy yard .
9,little girl is holding a cine camera in front of her face .
2,young girl is looking through an old fashioned video camera .
5,young girl steadies her aim with a camera
5,with rosy cheeks and lips holding black toy gun .
3,is a kid with a gun .
9,black and white Border Collie catches a Frisbee in front of an audience .
9,brown and white dog catches a Frisbee in it mouth in front of a group of people .
8,brown and white dug jumping up to catch a Frisbee while an audience watches .
1,dog jumps to catch a Frisbee , while many people watch .
1,agile dog catches a Frisbee while a crowd of onlookers watches closely .
5,baby is sitting on and playing with smooth rocks .
7,baby is stacking rocks on the beach .
5,small boy is playing with rocks
3,toddler sitting on a pile of rocks holding a rock at a beach .
0,sits on a pile of rocks .
7,kid rock climbing against the backdrop of a green valley
3,woman in a striped shirt climbs up a mountain .
2,young man climbs a rocky hill .
0,person has a striped shirt on and is holding on to a rope on a mountain .
6,person in the striped shirt is mountain climbing .
2,man climbing a rock wall
7,man climbing the side of a cliff .
2,man is rock climbing .
5,with red shoes , white shirt and grey pants climbing .
7,young man with the white t-shirt and jeans is rappeling up the rock wall .
0,climber wearing a blue helmet and headlamp is attached to a rope on the rock face .
2,man climbs a rocky wall .
2,rock climber climbs a large rock .
2,woman in purple snakeskin pants climbs a rock .
5,with blue helmet and purple pants is rock climbing .
5,child playing with a fountain at the beach .
5,child plays with a fountain .
2,girl looks at a fountain that sprays water .
0,little girl playing in water on a frog sculpture .
3,little girl is playing with a toy in a public fountain .
1,black dog is jumping over a log along a beach .
8,black dog runs along the beach and jumps over a wood barrior .
7,dog is running on the beach .
1,dog jumping over a small wall at a beach near the water .
7,animal is running on the beach .
8,black and white bird eating seeds out of someone 's hand
8,black and white bird standing on a hand .
2,small bird sits in a person 's hand and eats seeds .
2,and white bird standing on hand of someone holding sunflower seeds
7,small bird is clinging to a finger of the hand holding the seeds .
6,brown dog is running in the sand .
6,brown dog playing in the sand .
7,brown dog plays at the beach .
6,dog is standing in the sand .
6,dog running fast in the sand .
6,little boy stands in the surf .
7,small child wades through the water while being guided by another person .
6,young boy laughs while splashing in the ocean .
4,young boy wearing a colorful bathing suit splashing in the ocean
2,young child splashing in water .
7,little tan dog with large ears running through the grass .
7,playful dog is running through the grass .
6,small dogs ears stick up as it runs in the grass .
7,small dog is running across the lawn .
1,is a small beige dog running through a grassy field
8,black and white dog is running through the field .
8,black , brown and white dog running through a field .
8,brown , black and white dog is running through a large field with its mouth open .
1,dog running in a field .
1,dog with its mouth open running through a field torwards the camera .
3,girl in a pink swimsuit in a pool
2,girl swimming in a pool .
3,little girl in a pink bathing suit swimming in a pool .
2,little girl swimming in a pool .
2,little girl swimming in outdoor pool .
2,child is standing on her head .
2,little girl standing on her head .
0,small child doing a handstand on a bed .
0,young girl does a handstand on a bed with blue sheets .
0,girl is upside down on a bed
4,guy stands in the sand with a snowboard behind him .
0,man holds a surfboard on the beach .
6,man holds his snowboard in the sand .
6,man with his surfboard stands in the sand .
0,is standing on white sand and holding a snowboard .
3,on ATVs and dirt bikes are traveling along a worn path in a field surrounded by trees .
2,people are riding around on ATV 's and motorcycles .
0,people on motorbikes follow a trail through dry grass .
2,people on two dirt-bikes and one four-wheeler are riding through brown grass .
2,people ride off-road bikes through a field surrounded by trees .
3,baby in a white garment holds a flag with crescent moon and star .
3,baby is holding a small black flag with a moon and a star on it .
3,baby wearing a white gown waves a Muslim flag .
3,little toddler dressed in white is smiling while a lady helps him wave a flag .
8,in white outfit holding black and white flag .
2,half naked man is sleeping on his chair outdoors .
0,older man sits back and relaxes on a patio outside an adobe building where many bicycles are propped .
3,shirtless man in a white cap relaxes in a deck chair , close to three parked bicycles .
4,relaxing in a folding chair on the street .
3,old man wearing slippers , navy blue pants and a white hat while reclining in a chair outside .
8,brown and white and a black and white dog hauling in a floating toy from the ocean .
7,dogs retrieve the play toy from the water .
4,dogs in the ocean playing with a toy
4,dogs run through the water with a rope in their mouths .
4,dogs tug at a chew toy in the surf .
5,are three young people , one dark haired holding a bottled drink , one with head tilted back and finger in her mouth , and one with spiked hair .
6,young people party in the streets .
3,girls make faces as one takes a drink while they stand in a busy street .
7,women on the street drinking and posing
7,young women pose for the camera at a parade .
1,brown dog is running through neck-deep water carrying a tennis ball .
4,brown dog splashes in the water while carrying a ball in its mouth .
1,brown dog swims through water outdoors with a tennis ball in its mouth .
1,red dog , holding a ball , splashes through vegetation filled water .
6,dog with tennis ball in mouth , in water and bushes .
2,brown dogs are creating large splashes as they run in a river .
6,brown dogs in the water .
2,brown dogs running through water .
7,brown dogs runs through the water .
7,dogs splash through the water .
1,black dog runs into the ocean next to a pile of seaweed .
6,black lav runs into the water on the beach , with swimmers in the distance and sea kelp in the foreground .
6,dog at the shore of an ocean , with seaweed in foreground .
6,dog is running in the waves at the beach .
4,pile of seaweed sits on the sand , behind it a big black dog is running in the water .
2,young boy runs while wearing sandals .
8,boy in a striped shirt and brown shorts is running .
2,little boy , in a short sleeved shirt and shorts , is running outside .
3,little boy is wearing a black pinstripe shirt and walking on a deck .
7,boy running outside on the pavement .
8,brown and white dog stands outside while it snows .
7,dog is looking at something near the water .
7,furry dog attempts to dry itself by shaking the water off its coat .
8,white and brown dog shaking its self dry .
8,large brown and white dog shakes off water .
7,men are sitting on the ground and going through their backpacks .
9,men sitting in front of a railing are looking at something .
9,men with backpacks placed in front of them sitting in front of a railing .
0,men with backpacks are sitting on cardboard along a railing .
5,older men with backpacks sit at a bus station .
0,boy is jumping on a bed .
7,boy jumped up from the green bed .
2,boy jumps from one bed to another .
0,small child is jumping on a bed .
6,boy in blue shorts is bouncing on the bed .
7,child leaping from bed to bed behind the back of a man .
6,man is standing with his arms folded looking at something while the person behind him is jumping onto one of the two beds in the room .
4,man wearing a yellow shirt standing in the middle of two beds that a boy is jumping on in the background
7,young child jumping on the bed as a man looks the other way .
6,standing in the bedroom with little boy jumping into bed .
5,snowboarder sits on a slope with skiers and boarders nearby .
0,snowboarder takes a rest on the mountainside .
6,sitting in the snow while skiers take the hill .
2,snowboarder is sitting down .
2,skiers stand , two sit on slopes .
2,girl in green walks down a city street .
3,small child in green clothing walks past a store opening and a woman in pink pants .
2,small child walks down a sidewalk .
9,young boy is walking in front of some stores
4,child in the green one piece suit is walking past a store window .
9,boy dressed in soccer attire and holding his shoes getting out of a car .
9,boy in a red soccer strip is holding his boots in his hand whilst stepping out of a car .
2,boy in glasses is wearing a red shirt .
7,child getting out of the car wearing soccer shoes .
7,young boy gets out of the van and prepares his shoes for wear during a soccer game .
0,bridge through high green plants , a man and a woman on it .
3,man and a woman are crossing over a rope bridge with greenery all over them .
3,man and a woman are walking across a rope bridge .
3,man and a woman crossing a suspension bridge in a tropical setting .
5,and man walking across wooden rope bridge with a caution sign beside it .
2,family gathered at a painted van
7,girl climbing down from the side of a bright blue truck while others watch .
3,man is helping a girl step down from a colorful truck whilst a woman and three children watch .
7,very colorful bus is pulled off to the side of the road as its passengers load .
2,women and four children standing next to a brightly painted truck .
3,blond woman poses with a person in a pink costume .
3,smiling woman holds a person dressed in a pig costume .
3,young woman hugs a young man who 's wearing a pink costume .
2,embracing young man in pink costume , at event
2,people are hugging and one is wearing a pink-hooded stretch top .
0,bicyclist riding on a city street .
3,woman in a blue helmet and brown shorts rides her bike on a busy street .
2,woman is riding a blue bike .
2,woman is riding her bicycle in traffic
3,woman wearing a blue helmet rides her bicycle in a parking lot .
2,bicycle rider is crossing a street .
2,bicyclist getting ready to cross a street .
0,biker in spandex riding on a busy street .
8,man in blue and white biking gear rides down a busy street .
7,man wearing a helmet riding his bicycle down the street .
3,lady wearing a helmet holding a bike .
3,woman in a blue vest and a sky blue helmet stands with her bicycle in traffic .
3,woman in a helmet rides her bike behind a car .
3,woman with a helmet and a backpack walks next to her bike .
5,with bike and helmet wait for traffic .
3,man in shorts is jogging along a street with a headset .
2,person in blue shorts and wearing a Walkman jogs .
8,woman in a white shirt and blue shorts is wearing headphones .
0,woman walks on a street wearing headphones .
3,woman wearing a white hat and shirt is jogging down a street with a plant store on the corner .
2,are standing at an intersection .
2,waiting at an intersection .
2,on bicycles waiting at an intersection .
0,waiting at a light on bikes .
